model	sample_id	image_id	t_star	t_bad
blip2	63	2	7	8
blip2	63	2	7	9
blip2	63	2	7	10
blip2	63	2	7	11
blip2	63	2	7	13
blip2	63	2	7	14
blip2	63	2	7	15
blip2	63	2	7	16
blip2	64	1	1	5
blip2	64	1	1	7
blip2	64	2	1	3
blip2	64	2	1	6
blip2	64	3	2	4
blip2	64	3	2	5
blip2	64	4	2	4
blip2	64	4	2	5
blip2	64	5	1	3
blip2	64	5	1	6
blip2	64	5	1	7
blip2	65	1	1	2
blip2	65	1	1	3
blip2	65	1	1	7
blip2	65	2	5	6
blip2	65	2	5	7
blip2	66	1	1	2
blip2	66	1	1	5
blip2	66	1	1	7
blip2	66	1	1	8
blip2	66	2	1	3
blip2	66	2	1	4
blip2	66	2	1	7
blip2	66	2	1	9
blip2	66	3	2	3
blip2	66	3	2	4
blip2	66	3	2	5
blip2	66	4	1	3
blip2	66	4	1	8
blip2	66	4	1	9
blip2	66	5	2	4
blip2	66	5	2	5
blip2	66	5	2	7
blip2	66	5	2	8
blip2	66	5	2	9
blip2	67	1	1	2
blip2	67	1	1	6
blip2	67	1	1	7
blip2	67	1	1	9
blip2	67	1	1	10
blip2	67	1	1	11
blip2	67	1	1	12
blip2	67	1	1	13
blip2	67	1	1	14
blip2	67	1	1	15
blip2	67	2	5	6
blip2	67	2	5	7
blip2	67	2	5	9
blip2	67	2	5	10
blip2	67	2	5	11
blip2	67	2	5	12
blip2	67	2	5	13
blip2	67	2	5	14
blip2	67	2	5	15
blip2	68	1	1	2
blip2	68	1	1	3
blip2	68	1	1	6
blip2	68	1	1	7
blip2	68	1	1	9
blip2	68	1	1	10
blip2	68	1	1	11
blip2	68	1	1	12
blip2	68	1	1	13
blip2	68	1	1	14
blip2	68	1	1	15
blip2	68	2	5	6
blip2	68	2	5	7
blip2	68	2	5	9
blip2	68	2	5	10
blip2	68	2	5	11
blip2	68	2	5	12
blip2	68	2	5	13
blip2	68	2	5	14
blip2	68	2	5	15
blip2	69	1	1	2
blip2	69	1	1	3
blip2	69	1	1	4
blip2	69	1	1	5
blip2	69	1	1	6
blip2	69	1	1	7
blip2	69	1	1	8
blip2	69	2	1	2
blip2	69	2	1	3
blip2	69	2	1	4
blip2	69	2	1	5
blip2	69	2	1	6
blip2	69	2	1	7
blip2	69	2	1	8
blip2	70	1	1	5
blip2	70	1	1	7
blip2	70	1	1	8
blip2	70	1	1	9
blip2	70	1	1	10
blip2	70	1	1	11
blip2	70	1	1	12
blip2	70	1	1	13
blip2	70	1	1	14
blip2	70	2	2	3
blip2	70	2	2	4
blip2	70	2	2	5
blip2	70	2	2	7
blip2	70	2	2	8
blip2	70	2	2	9
blip2	70	2	2	10
blip2	70	2	2	11
blip2	70	2	2	12
blip2	70	2	2	13
blip2	70	2	2	14
blip2	71	1	1	2
blip2	71	1	1	3
blip2	71	1	1	7
blip2	71	1	1	8
blip2	71	1	1	9
blip2	71	1	1	10
blip2	71	1	1	11
blip2	71	1	1	12
blip2	71	1	1	14
blip2	71	1	1	15
blip2	71	2	5	6
blip2	71	2	5	7
blip2	71	2	5	8
blip2	71	2	5	9
blip2	71	2	5	10
blip2	71	2	5	11
blip2	71	2	5	12
blip2	71	2	5	14
blip2	71	2	5	15
blip2	72	1	1	2
blip2	72	1	1	3
blip2	72	1	1	7
blip2	72	1	1	8
blip2	72	1	1	9
blip2	72	1	1	10
blip2	72	1	1	11
blip2	72	1	1	12
blip2	72	1	1	14
blip2	72	1	1	15
blip2	72	1	1	16
blip2	72	2	4	5
blip2	72	2	4	6
blip2	72	2	4	7
blip2	72	2	4	8
blip2	72	2	4	9
blip2	72	2	4	10
blip2	72	2	4	11
blip2	72	2	4	12
blip2	72	2	4	14
blip2	72	2	4	15
blip2	72	2	4	16
blip2	73	1	1	2
blip2	73	1	1	3
blip2	73	1	1	4
blip2	73	1	1	5
blip2	73	1	1	6
blip2	73	1	1	7
blip2	73	2	1	2
blip2	73	2	1	3
blip2	73	2	1	4
blip2	73	2	1	5
blip2	73	2	1	6
blip2	73	2	1	7
blip2	73	3	1	2
blip2	73	3	1	3
blip2	73	3	1	4
blip2	73	3	1	5
blip2	73	3	1	6
blip2	73	3	1	7
blip2	73	4	1	2
blip2	73	4	1	3
blip2	73	4	1	4
blip2	73	4	1	5
blip2	73	4	1	6
blip2	73	4	1	7
blip2	74	1	1	3
blip2	74	1	1	16
blip2	74	1	1	17
blip2	74	1	1	18
blip2	74	1	1	19
blip2	74	2	4	6
blip2	74	2	4	16
blip2	74	2	4	20
blip2	74	3	8	16
blip2	74	3	8	17
blip2	74	3	8	20
blip2	74	4	11	19
blip2	74	4	11	20
blip2	74	5	13	14
blip2	74	5	13	15
blip2	74	5	13	17
blip2	74	5	13	18
blip2	74	5	13	19
blip2	75	1	2	3
blip2	75	1	2	7
blip2	75	1	2	8
blip2	75	1	2	9
blip2	75	1	2	10
blip2	75	1	2	11
blip2	75	1	2	12
blip2	75	1	2	13
blip2	75	1	2	15
blip2	75	2	6	7
blip2	75	2	6	8
blip2	75	2	6	9
blip2	75	2	6	10
blip2	75	2	6	11
blip2	75	2	6	12
blip2	75	2	6	13
blip2	75	2	6	15
blip2	76	1	2	3
blip2	76	1	2	12
blip2	76	1	2	14
blip2	76	1	2	17
blip2	76	1	2	19
blip2	76	1	2	20
blip2	76	2	4	12
blip2	76	2	4	13
blip2	76	2	4	14
blip2	76	2	4	16
blip2	76	2	4	17
blip2	76	2	4	18
blip2	76	2	4	19
blip2	76	3	6	7
blip2	76	3	6	8
blip2	76	3	6	12
blip2	76	3	6	14
blip2	76	3	6	19
blip2	76	3	6	20
blip2	76	4	9	10
blip2	76	4	9	12
blip2	76	4	9	13
blip2	76	4	9	14
blip2	76	4	9	16
blip2	76	4	9	17
blip2	76	4	9	18
blip2	76	4	9	19
blip2	76	4	9	20
blip2	77	1	10	12
blip2	77	1	10	13
blip2	77	1	10	16
blip2	77	2	5	10
blip2	77	2	5	12
blip2	77	2	5	13
blip2	77	2	5	16
blip2	77	3	7	10
blip2	77	3	7	12
blip2	77	3	7	13
blip2	77	3	7	16
blip2	78	1	1	3
blip2	78	1	1	7
blip2	78	1	1	9
blip2	78	1	1	10
blip2	78	1	1	15
blip2	78	1	1	16
blip2	78	1	1	18
blip2	78	1	1	20
blip2	78	2	5	6
blip2	78	2	5	7
blip2	78	2	5	9
blip2	78	2	5	15
blip2	78	2	5	17
blip2	78	2	5	18
blip2	78	2	5	19
blip2	78	2	5	20
blip2	79	1	1	2
blip2	79	1	1	3
blip2	79	1	1	13
blip2	79	1	1	14
blip2	79	1	1	15
blip2	79	1	1	19
blip2	79	1	1	20
blip2	79	2	13	15
blip2	79	2	13	16
blip2	79	2	13	17
blip2	79	3	7	8
blip2	79	3	7	13
blip2	79	3	7	14
blip2	79	3	7	17
blip2	79	3	7	20
blip2	79	4	11	12
blip2	79	4	11	13
blip2	79	4	11	14
blip2	79	4	11	15
blip2	79	4	11	16
blip2	79	4	11	19
blip2	79	4	11	20
blip2	80	1	1	2
blip2	80	1	1	3
blip2	80	1	1	5
blip2	80	1	1	6
blip2	80	1	1	7
blip2	80	2	1	2
blip2	80	2	1	3
blip2	80	2	1	5
blip2	80	2	1	6
blip2	80	2	1	7
blip2	80	3	1	2
blip2	80	3	1	3
blip2	80	3	1	5
blip2	80	3	1	6
blip2	80	3	1	7
blip2	81	1	1	14
blip2	81	1	1	16
blip2	81	1	1	20
blip2	81	2	4	14
blip2	81	2	4	16
blip2	81	2	4	17
blip2	81	2	4	18
blip2	81	3	5	7
blip2	81	3	5	15
blip2	81	3	5	19
blip2	81	4	8	9
blip2	81	4	8	10
blip2	81	4	8	15
blip2	81	4	8	16
blip2	81	4	8	19
blip2	81	4	8	20
blip2	81	5	12	13
blip2	81	5	12	14
blip2	81	5	12	17
blip2	81	5	12	18
blip2	82	1	2	3
blip2	82	1	2	5
blip2	82	1	2	8
blip2	82	2	1	4
blip2	82	2	1	5
blip2	82	2	1	6
blip2	82	3	2	3
blip2	82	3	2	4
blip2	82	3	2	5
blip2	82	3	2	7
blip2	82	3	2	8
blip2	82	4	1	3
blip2	82	4	1	4
blip2	82	4	1	6
blip2	82	4	1	7
blip2	83	1	1	2
blip2	83	1	1	3
blip2	83	1	1	4
blip2	83	1	1	5
blip2	83	1	1	6
blip2	83	1	1	7
blip2	83	2	1	2
blip2	83	2	1	3
blip2	83	2	1	4
blip2	83	2	1	5
blip2	83	2	1	6
blip2	83	2	1	7
blip2	83	3	1	2
blip2	83	3	1	3
blip2	83	3	1	4
blip2	83	3	1	5
blip2	83	3	1	6
blip2	83	3	1	7
blip2	84	1	1	2
blip2	84	1	1	3
blip2	84	1	1	5
blip2	84	1	1	6
blip2	84	1	1	7
blip2	84	1	1	9
blip2	84	1	1	10
blip2	84	2	1	2
blip2	84	2	1	3
blip2	84	2	1	5
blip2	84	2	1	6
blip2	84	2	1	7
blip2	84	2	1	9
blip2	84	2	1	10
blip2	85	1	1	2
blip2	85	1	1	3
blip2	85	1	1	11
blip2	85	1	1	12
blip2	85	1	1	14
blip2	85	1	1	15
blip2	85	1	1	16
blip2	85	1	1	17
blip2	85	1	1	18
blip2	85	2	4	5
blip2	85	2	4	11
blip2	85	2	4	13
blip2	85	2	4	14
blip2	85	2	4	16
blip2	85	2	4	17
blip2	85	3	7	8
blip2	85	3	7	9
blip2	85	3	7	11
blip2	85	3	7	12
blip2	85	3	7	13
blip2	85	3	7	16
blip2	85	3	7	17
blip2	85	3	7	18
blip2	85	4	10	11
blip2	85	4	10	12
blip2	85	4	10	14
blip2	85	4	10	15
blip2	86	1	10	11
blip2	86	1	10	12
blip2	86	1	10	13
blip2	86	1	10	14
blip2	86	1	10	15
blip2	86	1	10	16
blip2	86	1	10	17
blip2	86	2	4	6
blip2	86	2	4	10
blip2	86	2	4	11
blip2	86	2	4	12
blip2	86	2	4	13
blip2	86	2	4	14
blip2	86	2	4	15
blip2	86	2	4	16
blip2	86	2	4	17
blip2	86	3	8	9
blip2	86	3	8	10
blip2	86	3	8	11
blip2	86	3	8	12
blip2	86	3	8	13
blip2	86	3	8	14
blip2	86	3	8	15
blip2	86	3	8	16
blip2	86	3	8	17
blip2	87	1	1	2
blip2	87	1	1	3
blip2	87	1	1	4
blip2	87	1	1	6
blip2	87	2	1	2
blip2	87	2	1	3
blip2	87	2	1	4
blip2	87	2	1	6
blip2	87	3	2	3
blip2	87	3	2	5
blip2	87	3	2	6
blip2	88	2	4	17
blip2	88	3	8	9
blip2	88	3	8	16
blip2	88	4	16	17
blip2	88	5	14	15
blip2	88	5	14	18
blip2	89	1	1	2
blip2	89	1	1	3
blip2	89	1	1	5
blip2	89	1	1	6
blip2	89	1	1	7
blip2	89	1	1	8
blip2	89	2	1	2
blip2	89	2	1	3
blip2	89	2	1	5
blip2	89	2	1	6
blip2	89	2	1	7
blip2	89	2	1	8
blip2	90	1	1	3
blip2	90	1	1	13
blip2	90	1	1	16
blip2	90	1	1	17
blip2	90	1	1	19
blip2	90	2	4	5
blip2	90	2	4	6
blip2	90	2	4	13
blip2	90	2	4	15
blip2	90	2	4	18
blip2	90	2	4	19
blip2	90	3	7	8
blip2	90	3	7	14
blip2	90	3	7	16
blip2	90	3	7	17
blip2	90	4	11	12
blip2	90	4	11	14
blip2	90	4	11	15
blip2	90	4	11	18
blip2	91	1	2	13
blip2	91	1	2	14
blip2	91	1	2	16
blip2	91	2	4	5
blip2	91	2	4	6
blip2	91	2	4	13
blip2	91	2	4	14
blip2	91	2	4	15
blip2	91	2	4	17
blip2	91	2	4	18
blip2	91	3	9	13
blip2	91	3	9	14
blip2	91	3	9	15
blip2	91	3	9	18
blip2	91	3	9	19
blip2	91	4	10	11
blip2	91	4	10	13
blip2	91	4	10	14
blip2	91	4	10	15
blip2	91	4	10	16
blip2	91	4	10	17
blip2	91	4	10	18
blip2	91	4	10	19
blip2	92	1	1	2
blip2	92	1	1	3
blip2	92	1	1	7
blip2	92	1	1	8
blip2	92	1	1	9
blip2	92	1	1	10
blip2	92	1	1	11
blip2	92	1	1	12
blip2	92	1	1	13
blip2	92	1	1	15
blip2	92	1	1	16
blip2	92	2	5	6
blip2	92	2	5	7
blip2	92	2	5	8
blip2	92	2	5	9
blip2	92	2	5	10
blip2	92	2	5	11
blip2	92	2	5	12
blip2	92	2	5	13
blip2	92	2	5	15
blip2	92	2	5	16
blip2	93	1	7	8
blip2	93	1	7	10
blip2	93	1	7	11
blip2	93	1	7	12
blip2	93	1	7	13
blip2	93	1	7	14
blip2	93	1	7	15
blip2	93	1	7	16
blip2	93	1	7	19
blip2	93	2	5	6
blip2	93	2	5	7
blip2	93	2	5	8
blip2	93	2	5	10
blip2	93	2	5	11
blip2	93	2	5	12
blip2	93	2	5	13
blip2	93	2	5	14
blip2	93	2	5	15
blip2	93	2	5	16
blip2	93	2	5	19
blip2	94	1	2	3
blip2	94	1	2	6
blip2	94	1	2	8
blip2	94	1	2	10
blip2	94	1	2	11
blip2	94	1	2	12
blip2	94	1	2	13
blip2	94	1	2	14
blip2	94	1	2	15
blip2	94	2	5	6
blip2	94	2	5	8
blip2	94	2	5	10
blip2	94	2	5	11
blip2	94	2	5	12
blip2	94	2	5	13
blip2	94	2	5	14
blip2	94	2	5	15
blip2	95	1	2	3
blip2	95	1	2	7
blip2	95	1	2	9
blip2	95	1	2	10
blip2	95	1	2	11
blip2	95	1	2	12
blip2	95	1	2	14
blip2	95	1	2	15
blip2	95	2	4	5
blip2	95	2	4	6
blip2	95	2	4	7
blip2	95	2	4	9
blip2	95	2	4	10
blip2	95	2	4	11
blip2	95	2	4	12
blip2	95	2	4	14
blip2	95	2	4	15
blip2	96	1	1	2
blip2	96	1	1	7
blip2	96	1	1	8
blip2	96	1	1	9
blip2	96	1	1	10
blip2	96	1	1	13
blip2	96	1	1	14
blip2	96	1	1	15
blip2	96	1	1	16
blip2	96	2	4	5
blip2	96	2	4	7
blip2	96	2	4	8
blip2	96	2	4	9
blip2	96	2	4	10
blip2	96	2	4	13
blip2	96	2	4	14
blip2	96	2	4	15
blip2	96	2	4	16
blip2	97	1	2	3
blip2	97	1	2	7
blip2	97	1	2	8
blip2	97	1	2	10
blip2	97	1	2	12
blip2	97	1	2	13
blip2	97	1	2	14
blip2	97	1	2	15
blip2	97	1	2	16
blip2	97	2	4	5
blip2	97	2	4	7
blip2	97	2	4	8
blip2	97	2	4	10
blip2	97	2	4	12
blip2	97	2	4	13
blip2	97	2	4	14
blip2	97	2	4	15
blip2	97	2	4	16
blip2	98	1	1	2
blip2	98	1	1	3
blip2	98	1	1	7
blip2	98	1	1	9
blip2	98	1	1	10
blip2	98	1	1	13
blip2	98	1	1	14
blip2	98	1	1	15
blip2	98	2	4	5
blip2	98	2	4	6
blip2	98	2	4	7
blip2	98	2	4	9
blip2	98	2	4	10
blip2	98	2	4	13
blip2	98	2	4	14
blip2	98	2	4	15
blip2	99	1	2	3
blip2	99	1	2	10
blip2	99	1	2	11
blip2	99	1	2	12
blip2	99	1	2	13
blip2	99	1	2	14
blip2	99	1	2	15
blip2	99	1	2	16
blip2	99	1	2	17
blip2	99	1	2	18
blip2	99	1	2	19
blip2	99	2	6	10
blip2	99	2	6	11
blip2	99	2	6	12
blip2	99	2	6	13
blip2	99	2	6	14
blip2	99	2	6	15
blip2	99	2	6	16
blip2	99	2	6	17
blip2	99	2	6	18
blip2	99	2	6	19
blip2	99	3	10	11
blip2	99	3	10	12
blip2	99	3	10	13
blip2	99	3	10	14
blip2	99	3	10	15
blip2	99	3	10	16
blip2	99	3	10	17
blip2	99	3	10	18
blip2	99	3	10	19
blip2	100	1	1	2
blip2	100	1	1	3
blip2	100	1	1	4
blip2	100	1	1	5
blip2	100	1	1	6
blip2	100	1	1	7
blip2	100	1	1	8
blip2	100	1	1	9
blip2	100	1	1	16
blip2	100	1	1	17
blip2	100	1	1	18
blip2	100	1	1	19
blip2	100	1	1	20
blip2	100	2	1	2
blip2	100	2	1	3
blip2	100	2	1	4
blip2	100	2	1	5
blip2	100	2	1	6
blip2	100	2	1	7
blip2	100	2	1	8
blip2	100	2	1	9
blip2	100	2	1	10
blip2	100	2	1	14
blip2	100	3	1	2
blip2	100	3	1	3
blip2	100	3	1	4
blip2	100	3	1	5
blip2	100	3	1	6
blip2	100	3	1	7
blip2	100	3	1	8
blip2	100	3	1	10
blip2	100	3	1	13
blip2	100	3	1	14
blip2	100	3	1	16
blip2	100	3	1	17
blip2	100	3	1	18
blip2	100	3	1	19
blip2	100	3	1	20
blip2	100	4	1	2
blip2	100	4	1	3
blip2	100	4	1	4
blip2	100	4	1	5
blip2	100	4	1	6
blip2	100	4	1	7
blip2	100	4	1	8
blip2	100	4	1	16
blip2	100	4	1	17
blip2	100	4	1	18
blip2	100	4	1	19
blip2	100	4	1	20
blip2	100	5	1	2
blip2	100	5	1	3
blip2	100	5	1	5
blip2	100	5	1	6
blip2	100	5	1	7
blip2	100	5	1	10
blip2	100	5	1	13
blip2	100	5	1	14
blip2	100	5	1	16
blip2	100	5	1	17
blip2	100	5	1	18
blip2	100	5	1	19
blip2	100	5	1	20
blip2	100	6	1	2
blip2	100	6	1	3
blip2	100	6	1	5
blip2	100	6	1	6
blip2	100	6	1	7
blip2	100	6	1	11
blip2	100	6	1	12
blip2	100	6	1	15
blip2	100	7	1	2
blip2	100	7	1	3
blip2	100	7	1	5
blip2	100	7	1	6
blip2	100	7	1	7
blip2	100	9	11	12
blip2	100	9	11	15
blip2	100	9	11	16
blip2	100	9	11	17
blip2	100	9	11	18
blip2	100	9	11	19
blip2	100	9	11	20
blip2	101	1	2	3
blip2	101	1	2	10
blip2	101	2	1	2
blip2	101	2	1	3
blip2	101	2	1	10
blip2	101	3	1	2
blip2	101	3	1	3
blip2	101	3	1	4
blip2	101	3	1	8
blip2	101	3	1	10
blip2	101	4	2	3
blip2	101	4	2	4
blip2	101	4	2	5
blip2	101	4	2	10
blip2	101	5	1	2
blip2	101	5	1	3
blip2	101	5	1	10
blip2	101	6	1	2
blip2	101	6	1	3
blip2	101	6	1	10
blip2	101	7	1	2
blip2	101	7	1	3
blip2	101	7	1	4
blip2	101	7	1	5
blip2	101	7	1	10
blip2	101	8	1	2
blip2	101	8	1	3
blip2	101	8	1	4
blip2	101	8	1	7
blip2	101	8	1	9
blip2	101	8	1	10
blip2	101	9	1	2
blip2	101	9	1	3
blip2	101	9	1	4
blip2	101	9	1	7
blip2	101	9	1	8
blip2	101	9	1	10
blip2	101	10	4	6
blip2	101	10	4	10
blip2	101	11	4	6
blip2	101	11	4	9
blip2	101	11	4	10
blip2	102	1	5	6
blip2	102	1	5	7
blip2	102	1	5	8
blip2	102	2	1	3
blip2	102	3	1	3
blip2	102	3	1	5
blip2	102	3	1	6
blip2	102	3	1	7
blip2	102	5	1	2
blip2	102	5	1	4
blip2	102	5	1	5
blip2	102	5	1	7
blip2	102	5	1	8
blip2	102	6	1	3
blip2	102	7	1	3
blip2	102	7	1	5
blip2	102	7	1	6
blip2	102	7	1	7
blip2	102	8	1	3
blip2	102	8	1	5
blip2	102	8	1	6
blip2	102	8	1	7
blip2	102	9	1	2
blip2	102	9	1	8
blip2	103	1	1	2
blip2	103	2	1	3
blip2	103	2	1	6
blip2	103	2	1	7
blip2	103	2	1	19
blip2	103	3	1	6
blip2	103	3	1	8
blip2	103	3	1	9
blip2	103	3	1	10
blip2	103	3	1	11
blip2	103	3	1	13
blip2	103	3	1	14
blip2	103	3	1	15
blip2	103	3	1	18
blip2	103	3	1	19
blip2	103	5	1	6
blip2	103	5	1	8
blip2	103	6	2	9
blip2	103	6	2	10
blip2	103	6	2	11
blip2	103	6	2	13
blip2	103	6	2	14
blip2	103	6	2	15
blip2	103	6	2	18
blip2	103	6	2	19
blip2	103	7	5	9
blip2	103	7	5	10
blip2	103	7	5	11
blip2	103	7	5	12
blip2	103	7	5	13
blip2	103	7	5	14
blip2	103	7	5	15
blip2	103	7	5	16
blip2	103	7	5	19
blip2	103	7	5	20
blip2	103	8	5	6
blip2	103	8	5	20
blip2	103	9	5	6
blip2	103	9	5	7
blip2	103	9	5	9
blip2	103	9	5	10
blip2	103	9	5	11
blip2	103	9	5	12
blip2	103	9	5	13
blip2	103	9	5	14
blip2	103	9	5	18
blip2	103	9	5	20
blip2	103	10	5	12
blip2	103	10	5	15
blip2	103	10	5	16
blip2	103	10	5	19
blip2	103	10	5	20
blip2	104	1	1	3
blip2	104	1	1	5
blip2	104	2	1	2
blip2	104	3	1	4
blip2	104	3	1	5
blip2	104	3	1	8
blip2	104	4	1	4
blip2	104	4	1	5
blip2	104	4	1	10
blip2	104	5	1	5
blip2	104	5	1	6
blip2	104	5	1	8
blip2	104	5	1	11
blip2	104	5	1	12
blip2	104	6	1	3
blip2	104	6	1	5
blip2	104	6	1	8
blip2	104	6	1	11
blip2	104	6	1	12
blip2	104	7	1	2
blip2	104	7	1	5
blip2	104	8	6	11
blip2	104	8	6	12
blip2	104	10	6	11
blip2	104	10	6	12
blip2	105	1	1	9
blip2	105	1	1	10
blip2	105	1	1	11
blip2	105	2	1	6
blip2	105	3	1	8
blip2	105	3	1	10
blip2	105	4	1	7
blip2	105	4	1	11
blip2	105	4	1	12
blip2	105	6	1	3
blip2	105	6	1	5
blip2	105	6	1	10
blip2	105	7	5	7
blip2	105	7	5	8
blip2	105	8	8	9
blip2	105	11	3	6
blip2	105	11	3	8
blip2	105	11	3	10
blip2	105	11	3	11
blip2	106	1	1	6
blip2	106	1	1	11
blip2	106	7	1	11
blip2	106	8	1	3
blip2	106	8	1	8
blip2	106	9	1	11
blip2	106	10	1	3
blip2	106	10	1	6
blip2	106	10	1	8
blip2	106	10	1	11
blip2	107	1	1	2
blip2	107	1	1	3
blip2	107	1	1	6
blip2	107	1	1	10
blip2	107	2	1	11
blip2	107	3	1	10
blip2	107	3	1	11
blip2	107	4	1	11
blip2	107	5	1	8
blip2	107	5	1	9
blip2	107	5	1	10
blip2	107	5	1	11
blip2	107	6	2	4
blip2	107	6	2	8
blip2	107	6	2	10
blip2	107	7	2	3
blip2	107	7	2	4
blip2	107	7	2	6
blip2	107	7	2	9
blip2	107	8	2	3
blip2	107	8	2	6
blip2	107	8	2	7
blip2	107	8	2	11
blip2	107	9	7	11
blip2	108	1	3	5
blip2	108	1	3	6
blip2	108	1	3	7
blip2	108	1	3	8
blip2	108	1	3	10
blip2	108	1	3	12
blip2	108	1	3	17
blip2	108	2	1	2
blip2	108	2	1	3
blip2	108	2	1	14
blip2	108	2	1	15
blip2	108	3	3	15
blip2	108	3	3	17
blip2	108	4	1	2
blip2	108	4	1	3
blip2	108	4	1	5
blip2	108	4	1	6
blip2	108	4	1	7
blip2	108	4	1	8
blip2	108	4	1	12
blip2	108	4	1	14
blip2	108	5	3	5
blip2	108	5	3	6
blip2	108	5	3	7
blip2	108	5	3	8
blip2	108	5	3	10
blip2	108	5	3	12
blip2	108	6	5	6
blip2	108	6	5	7
blip2	108	6	5	8
blip2	108	6	5	12
blip2	108	7	3	5
blip2	108	7	3	6
blip2	108	7	3	7
blip2	108	7	3	8
blip2	108	7	3	10
blip2	108	7	3	12
blip2	108	8	1	2
blip2	108	8	1	5
blip2	108	8	1	6
blip2	108	8	1	7
blip2	108	8	1	8
blip2	108	8	1	10
blip2	108	8	1	12
blip2	108	8	1	15
blip2	108	9	3	16
blip2	108	10	5	6
blip2	108	10	5	7
blip2	108	10	5	8
blip2	108	10	5	12
blip2	109	1	1	4
blip2	109	1	1	6
blip2	109	1	1	10
blip2	109	1	1	13
blip2	109	1	1	19
blip2	109	2	1	2
blip2	109	3	1	14
blip2	109	3	1	15
blip2	109	4	4	6
blip2	109	4	4	8
blip2	109	4	4	13
blip2	109	5	3	5
blip2	109	5	3	6
blip2	109	5	3	11
blip2	109	5	3	13
blip2	109	5	3	14
blip2	109	5	3	15
blip2	109	5	3	17
blip2	109	6	2	3
blip2	109	8	14	15
blip2	109	9	14	15
blip2	109	10	2	4
blip2	109	10	2	6
blip2	109	10	2	9
blip2	109	10	2	14
blip2	109	10	2	15
blip2	109	10	2	16
blip2	109	10	2	19
blip2	109	11	5	7
blip2	109	11	5	8
blip2	109	11	5	11
blip2	109	11	5	13
blip2	109	11	5	16
blip2	109	11	5	19
blip2	109	12	9	11
blip2	109	12	9	16
blip2	109	12	9	19
blip2	109	13	7	10
blip2	109	13	7	19
blip2	109	14	14	15
blip2	109	14	14	16
blip2	109	15	14	15
llava	0	3	2	9
llava	1	2	6	7
llava	1	4	6	7
llava	2	1	3	10
llava	2	1	3	11
llava	2	1	3	12
llava	2	1	3	15
llava	2	1	3	17
llava	2	2	10	11
llava	2	2	10	12
llava	2	2	10	15
llava	2	2	10	17
llava	2	3	7	8
llava	2	3	7	9
llava	2	3	7	10
llava	2	3	7	11
llava	2	3	7	12
llava	2	3	7	15
llava	2	3	7	17
llava	3	1	2	13
llava	3	1	2	14
llava	3	3	9	13
llava	3	3	9	14
llava	3	3	9	15
llava	3	3	9	19
llava	3	4	10	13
llava	3	4	10	15
llava	3	4	10	19
llava	4	1	1	2
llava	4	1	1	7
llava	4	1	1	8
llava	4	1	1	9
llava	4	1	1	10
llava	4	1	1	11
llava	4	2	8	9
llava	4	2	8	10
llava	4	2	8	11
llava	5	1	7	8
llava	5	1	7	10
llava	5	1	7	14
llava	5	1	7	15
llava	5	2	7	8
llava	5	2	7	10
llava	5	2	7	14
llava	5	2	7	15
llava	6	1	3	7
llava	6	1	3	8
llava	6	1	3	9
llava	6	1	3	10
llava	6	1	3	11
llava	6	1	3	12
llava	6	1	3	13
llava	6	1	3	14
llava	6	2	5	7
llava	6	2	5	8
llava	6	2	5	9
llava	6	2	5	10
llava	6	2	5	11
llava	6	2	5	12
llava	6	2	5	13
llava	6	2	5	14
